fpr,tpr,thresholds
0.6666666666666666,0.9952830188679245,0.010205429910480743
0.6778711484593838,0.9952830188679245,0.0099632888681814
0.7170868347338936,0.9952830188679245,0.008184888503647535
0.7254901960784313,0.9952830188679245,0.008149619772170108
0.7703081232492998,0.9952830188679245,0.005320947607204238
0.7759103641456583,0.9952830188679245,0.005155666845237522
0.8067226890756303,0.9952830188679245,0.0040346425724318135
0.8151260504201681,0.9952830188679245,0.00376183774426002
0.8403361344537815,0.9952830188679245,0.0029649672725209383
0.84593837535014,0.9952830188679245,0.002828459596995308
0.8823529411764706,0.9952830188679245,0.001675204307173089
0.8823529411764706,1.0,0.0015714125466717496
0.8879551820728291,1.0,0.001507369773550705
0.8991596638655462,1.0,0.001371576700684873
0.9047619047619048,1.0,0.0012881721400469185
0.9131652661064426,1.0,0.0012762249944658815
0.9243697478991597,1.0,0.0011390801665383987
0.9495798319327731,1.0,0.0006149215015507103
0.9551820728291317,1.0,0.00051733012726764
0.9635854341736695,1.0,0.00044734575394909503
1.0,1.0,0.00025928222439690503
