fpr,tpr,thresholds
0.0,0.0047169811320754715,0.9999468504588985
0.0,0.09433962264150944,0.9992893944169063
0.0,0.10377358490566038,0.9992052797558798
0.0,0.16981132075471697,0.9968263842248397
0.0,0.1792452830188679,0.9967466966208774
0.0,0.28773584905660377,0.9899771875725053
0.0,0.2971698113207547,0.9896000433838669
0.0,0.45754716981132076,0.961972531497722
0.0,0.4669811320754717,0.9605835684866345
0.0,0.47641509433962265,0.9589016073018243
0.0,0.49056603773584906,0.9571510757288779
0.0,0.49528301886792453,0.9566379786659467
0.0,0.5047169811320755,0.9553294560430151
0.0,0.5188679245283019,0.9463396647902056
0.0,0.5283018867924528,0.945062151668893
0.0,0.5424528301886793,0.941742001572296
0.0,0.5518867924528302,0.9407097903255222
0.0,0.5613207547169812,0.9382343132033502
0.0028011204481792717,0.5613207547169812,0.9326014483211742
0.0028011204481792717,0.5707547169811321,0.9281715785048228
0.0028011204481792717,0.5801886792452831,0.9252142249862819
0.0028011204481792717,0.5990566037735849,0.9161385189210058
0.0056022408963585435,0.6084905660377359,0.9142071787535647
0.0056022408963585435,0.6509433962264151,0.8662888038493097
0.0056022408963585435,0.660377358490566,0.8641126204882351
0.0056022408963585435,0.6650943396226415,0.8558768819016509
0.0056022408963585435,0.6745283018867925,0.8551079570967903
0.0056022408963585435,0.6839622641509434,0.8504226563924023
0.008403361344537815,0.6839622641509434,0.8439821978982825
0.008403361344537815,0.6981132075471698,0.8214857136072768
0.011204481792717087,0.7028301886792453,0.8196541769240885
0.011204481792717087,0.7169811320754716,0.8121814887774237
0.014005602240896359,0.7169811320754716,0.8102765384982191
0.014005602240896359,0.7216981132075472,0.8054495315823341
0.01680672268907563,0.7264150943396226,0.8044730297928482
0.01680672268907563,0.7783018867924528,0.7566862843715321
0.0196078431372549,0.7783018867924528,0.750914954574764
0.0196078431372549,0.7877358490566038,0.7330594220328909
0.022408963585434174,0.7924528301886793,0.7318405437590642
0.022408963585434174,0.8113207547169812,0.702853868373209
0.025210084033613446,0.8113207547169812,0.7015532197761043
0.025210084033613446,0.8207547169811321,0.6897020521908671
0.03081232492997199,0.8207547169811321,0.684352586166162
0.03081232492997199,0.8301886792452831,0.6748730101337526
0.03361344537815126,0.8301886792452831,0.6498436211875193
0.03361344537815126,0.839622641509434,0.6455859367810025
0.036414565826330535,0.839622641509434,0.6441615268172067
0.036414565826330535,0.8443396226415094,0.6370015447324835
0.04201680672268908,0.8443396226415094,0.6312293157026633
0.047619047619047616,0.8443396226415094,0.6210377938864603
0.05042016806722689,0.8443396226415094,0.606293202871318
0.05042016806722689,0.8490566037735849,0.585326835908063
0.056022408963585436,0.8584905660377359,0.5716781681801534
0.056022408963585436,0.8679245283018868,0.5486961533734251
0.06162464985994398,0.8679245283018868,0.5456139133289487
0.0700280112044818,0.8679245283018868,0.5115300243905301
0.0700280112044818,0.8773584905660378,0.49598260023812
0.07282913165266107,0.8773584905660378,0.48510223623358456
0.07282913165266107,0.8820754716981132,0.47578704594845905
0.0784313725490196,0.8820754716981132,0.469585865311733
0.0784313725490196,0.8867924528301887,0.4479679473842165
0.0896358543417367,0.8867924528301887,0.3934583886908137
0.0896358543417367,0.8915094339622641,0.38458856315877227
0.09523809523809523,0.8915094339622641,0.38311751515811315
0.09523809523809523,0.9009433962264151,0.34568698717687196
0.09803921568627451,0.9009433962264151,0.3400814134118124
0.10364145658263306,0.9056603773584906,0.33590632282777666
0.10364145658263306,0.910377358490566,0.3331370593373603
0.1092436974789916,0.910377358490566,0.3181148879805365
0.11204481792717087,0.910377358490566,0.31408112469192206
0.11204481792717087,0.9198113207547169,0.29047775558217376
0.11764705882352941,0.9198113207547169,0.28537697590959304
0.11764705882352941,0.9245283018867925,0.26069863073107186
0.12324929971988796,0.9245283018867925,0.2547495015220252
0.13165266106442577,0.9245283018867925,0.2352002672184121
0.13165266106442577,0.9292452830188679,0.23296998569043934
0.13725490196078433,0.9292452830188679,0.22204052493197193
0.13725490196078433,0.9433962264150944,0.2073634024370512
0.1400560224089636,0.9433962264150944,0.2033039124496716
0.1484593837535014,0.9433962264150944,0.2002983386591298
0.15406162464985995,0.9528301886792453,0.1914819919983913
0.16526610644257703,0.9528301886792453,0.17654598352594517
0.17086834733893558,0.9528301886792453,0.172070255342625
0.17647058823529413,0.9528301886792453,0.1668186017230534
0.18207282913165265,0.9528301886792453,0.1558808051947988
0.19327731092436976,0.9528301886792453,0.14944500058534427
0.19327731092436976,0.9575471698113207,0.14865611421656647
0.20728291316526612,0.9575471698113207,0.12724335775008488
0.2184873949579832,0.9575471698113207,0.12518555032941286
0.22969187675070027,0.9575471698113207,0.11487686324908787
0.22969187675070027,0.9622641509433962,0.11374338372837646
0.2773109243697479,0.9622641509433962,0.08193821103147433
0.2773109243697479,0.9669811320754716,0.07917436028529548
0.2913165266106443,0.9669811320754716,0.07284373386356804
0.2913165266106443,0.9716981132075472,0.07263397698745602
0.29411764705882354,0.9716981132075472,0.07229952367500743
0.29971988795518206,0.9716981132075472,0.07093486486876881
0.32212885154061627,0.9716981132075472,0.05919753725904622
0.3277310924369748,0.9716981132075472,0.056519507331241295
0.3277310924369748,0.9764150943396226,0.05608987624123606
0.3445378151260504,0.9764150943396226,0.0513198089553953
0.3445378151260504,0.9811320754716981,0.05077746514266944
0.3641456582633053,0.9811320754716981,0.04696306315159507
0.3697478991596639,0.9811320754716981,0.046271985652212695
0.40336134453781514,0.9811320754716981,0.04237510207175063
0.4061624649859944,0.9858490566037735,0.04167399591898874
0.42857142857142855,0.9858490566037735,0.03961299286890313
0.4341736694677871,0.9858490566037735,0.038909182365215636
0.4565826330532213,0.9858490566037735,0.035247883899589105
0.4677871148459384,0.9858490566037735,0.03432899350457213
0.49859943977591037,0.9858490566037735,0.02604090430333395
0.5070028011204482,0.9858490566037735,0.025696091666094274
0.5294117647058824,0.9858490566037735,0.021983512314174183
0.5294117647058824,0.9905660377358491,0.021797070834789857
0.5350140056022409,0.9905660377358491,0.02007680270362889
0.5406162464985994,0.9905660377358491,0.019617044359423463
0.5770308123249299,0.9905660377358491,0.01556143551788918
0.5770308123249299,0.9952830188679245,0.015250107588773768
0.5798319327731093,0.9952830188679245,0.01511062974565039
0.5854341736694678,0.9952830188679245,0.01499995251447797
0.5882352941176471,0.9952830188679245,0.014963237801597092
0.5938375350140056,0.9952830188679245,0.01481726191702977
0.6218487394957983,0.9952830188679245,0.013010604691977287
0.6302521008403361,0.9952830188679245,0.01285182705075319
0.6442577030812325,0.9952830188679245,0.012034309638256446
0.6498599439775911,0.9952830188679245,0.011648611291148176
